,Название вакансии,Зарплата,Требуемые навыки,Теги,Компания,Метро,Адрес,Город,Сфера,Общее название профессии,Опыт работы,Образование,Ссылка,Минимальная зарплата,Максимальная зарплата
6065,Повар-универсал (отель),70000— 80500 руб.,"['приготовление блюд', 'приготовление горячих блюд', 'приготовление холодных блюд', 'оформление блюд']",Без тега,"ООО ""БС ""АКТИВ""",['Приморская'],"Приморская,г Санкт-Петербург, метро Приморская",Санкт-Петербург,Работа в ресторанах,Повар,от 1 года,любое,https://spb.rabota.ru/vacancy/53689171/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,70000,80500
6066,Врач гастроэнтеролог,от 100000 руб.,"['ответственность', 'ведение медицинской документации', 'лечение пациентов', 'диагностика заболеваний', 'действующий сертификат', 'амбулаторный прием', 'консультирование пациентов', 'составление плана лечения', 'осмотр пациентов', 'ведение историй болезни', 'диагностика', 'лечение', 'терапевтический прием']",['Пенсионерам'],"ООО ""РУТА""",['Удельная'],"Удельная,г Санкт-Петербург, Фермское шоссе, д 20 к 2",Санкт-Петербург,Работа в сфере медицины,Врач,от 5 лет,высшее,https://spb.rabota.ru/vacancy/53671220/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,100000,
6067,Продавец-кассир кулинарии,по договоренности,нет,Без тега,ИНДИВИДУАЛЬНЫЙ ПРЕДПРИНИМАТЕЛЬ ГАВРИЛОВ ВАДИМ АНДРЕЕВИЧ,['Комендантский проспект'],"Комендантский проспект,г Санкт-Петербург, ул Планерная, д 59",Санкт-Петербург,Работа в торговле,Продавец,без опыта,любое,https://spb.rabota.ru/vacancy/53658011/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,,
6068,Механик,100000— 150000 руб.,"['устройство автомобилей', 'ремонт автомобилей', 'контроль за техническим состоянием автомобиля', 'контроль водителей', 'контроль за выполнением работ', 'заказ запчастей', 'ведение технической документации', 'проведение вводных инструктажей', 'оганизация то']",Без тега,"ООО ""БАСФОР""",['Черная речка'],"Черная речка,г Санкт-Петербург, ул Торжковская, д 5 литера А",Санкт-Петербург,,,от 3 лет,любое,https://spb.rabota.ru/vacancy/53549426/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,100000,150000
6069,Шаурмист,105000— 120000 руб.,['общение с клиентами'],Без тега,ИНДИВИДУАЛЬНЫЙ ПРЕДПРИНИМАТЕЛЬ ЦАРЁВ ГЕОРГИЙ МИХАЙЛОВИЧ,['Комендантский проспект'],"Комендантский проспект,г Санкт-Петербург, Комендантский пр-кт, д 67",Санкт-Петербург,Работа в ресторанах,Повар,от 3 лет,любое,https://spb.rabota.ru/vacancy/53383371/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,105000,120000
6071,Преподаватель математики,40000— 70000 руб.,"['индивидуальные занятия', 'групповые занятия', 'преподавание математики']","['Пенсионерам', 'Студентам', 'Людям с инвалидностью']",ИП Балаева Мария Михайловна,['Международная'],"Международная,г Санкт-Петербург, ул Будапештская, д 8 к 7",Санкт-Петербург,Работа в сфере образования,Преподаватель,без опыта,среднее профессиональное,https://spb.rabota.ru/vacancy/53140158/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,40000,70000
6072,Водитель такси Комфорт+,140000— 160000 руб.,"['деловой этикет', 'стаж вождения от 5 лет', 'хорошее знание города', 'безаварийное вождение', 'правила дорожного движения', 'перевозка пассажиров', 'спокойный стиль вождения', 'содержание автомобиля в чистоте', 'работа на автомобилях представительского класса', 'знание Санкт-Петербурга и Ленинградской области']",Без тега,ИНДИВИДУАЛЬНЫЙ ПРЕДПРИНИМАТЕЛЬ ЦАРЕНОВА АНГЕЛИНА ВАСИЛЬЕВНА,['Адмиралтейская'],"Адмиралтейская,г Санкт-Петербург",Санкт-Петербург,Работа на транспорте,Водитель,без опыта,любое,https://spb.rabota.ru/vacancy/53029802/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,140000,160000
6073,Мастер маникюра-педикюра,от 40000 руб.,"['наращивание ресниц', 'аппаратный маникюр', 'дизайн ногтей', 'комбинированный маникюр', 'комбинированный педикюр', 'наращивание ногтей (гель)']",['Студентам'],ИНДИВИДУАЛЬНЫЙ ПРЕДПРИНИМАТЕЛЬ ГУТОВА КРИСТИНА ЮРЬЕВНА,['Московские ворота'],"Московские ворота,г Санкт-Петербург, ул Малая Митрофаньевская",Санкт-Петербург,Мастер ногтевого сервиса,,без опыта,любое,https://spb.rabota.ru/vacancy/52899347/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,40000,
6074,Инженер-техник по техническому обслуживанию слаботочных систем (СПС СОУЭ),100000— 110000 руб.,"['ответственность', 'работа с технической документацией', 'чтение электросхем', 'пусконаладочные работы', 'электромонтажные работы', 'чтение схем', 'устранение неисправностей', 'настройка оборудования']",Без тега,"ООО ""ТРОЯ""",['Балтийская'],"Балтийская,г Санкт-Петербург, наб Обводного канала, д 193",Санкт-Петербург,Сервисный инженер,Инженер слаботочных систем,от 3 лет,любое,https://spb.rabota.ru/vacancy/52883976/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,100000,110000
6075,Бариста,50000— 55000 руб.,"['пунктуальность', 'грамотная речь', 'доброжелательность', 'общение с клиентами', 'обслуживание гостей', 'консультирование гостей', 'приготовление кофе']",Без тега,ИНДИВИДУАЛЬНЫЙ ПРЕДПРИНИМАТЕЛЬ РАЕВСКАЯ МАРИЯ СЕРГЕЕВНА,['Комендантский проспект'],"Комендантский проспект,г Санкт-Петербург, Комендантский пр-кт, д 3",Санкт-Петербург,Работа в ресторанах,,без опыта,любое,https://spb.rabota.ru/vacancy/52851257/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,50000,55000
6076,Инженер-проектировщик систем отопления и вентиляции,80000— 120000 руб.,нет,Без тега,"ООО ""МАСКАРОН""",['Проспект Просвещения'],"Проспект Просвещения,г Санкт-Петербург",Санкт-Петербург,Сервисный инженер,Инженер по оборудованию,без опыта,любое,https://spb.rabota.ru/vacancy/52838065/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,80000,120000
6077,Менеджер по продажам,от 40000 руб.,"['грамотная речь', 'обучаемость', 'поиск и привлечение клиентов', 'развитие клиентской базы', 'ведение клиентской базы', 'телефонные переговоры', '""холодные"" звонки', 'активные продажи', 'подготовка коммерческих предложений', 'увеличение объемов продаж', 'прямые продажи', 'поддержание клиентской базы', 'Навыки продаж']",Без тега,"ООО ТЛК ""НИВА-ГРУПП""","['Нарвская,', 'Кировский завод']","Нарвская, Кировский завод,г Санкт-Петербург, Химический пер, д 1 литера П, помещ 1-Н",Санкт-Петербург,Работа в торговле,Менеджер по продажам,от 1 года,любое,https://spb.rabota.ru/vacancy/52812989/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,40000,
6078,Автомеханик / автослесарь Toyota\Lexus,120000— 250000 руб.,"['устройство автомобилей', 'ремонт автомобилей', 'проведение ТО', 'шиномонтаж', 'ремонт ходовой части', 'техническое обслуживание автомобилей', 'ремонт двигателя', 'диагностика автомобилей', 'замена сцепления', 'ремонт тормозной системы', 'ремонтные работы', 'слесарные работы']",Без тега,ИНДИВИДУАЛЬНЫЙ ПРЕДПРИНИМАТЕЛЬ ЕРШОВ РАДИК ДМИТРИЕВИЧ,"['Фрунзенская,', 'Московские ворота']","Фрунзенская, Московские ворота,г Санкт-Петербург, ул Ново-Рыбинская, д 19-21 литера А",Санкт-Петербург,Слесарь,Механик-наладчик,от 3 лет,любое,https://spb.rabota.ru/vacancy/52812432/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,120000,250000
6079,Старший менеджер склада автозапчастей,от 90000 руб.,"['складской учет', 'прием товара', 'отпуск товара со склада']",Без тега,ИП Пономарев Владимир Владимирович,['Проспект Просвещения'],"Проспект Просвещения,г Санкт-Петербург",Санкт-Петербург,Ведущий менеджер,Главный менеджер,от 1 года,любое,https://spb.rabota.ru/vacancy/52811721/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,90000,
6080,Фрезеровщик,100000— 120000 руб.,"['чтение чертежей', 'изготовление деталей', 'работа на вертикально-фрезерных станках', 'Фрезеровщик 4 разряда', 'Фрезеровщик 6 разряда']",Без тега,ООО БМК,['Кировский завод'],"Кировский завод,г Санкт-Петербург, пр-кт Стачек, д 47",Санкт-Петербург,Оператор,Оператор станка,от 3 лет,среднее профессиональное,https://spb.rabota.ru/vacancy/52792363/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,100000,120000
6081,Мастер по ремонту холодильного оборудования,от 100000 руб.,"['пусконаладочные работы', 'ремонт оборудования', 'диагностика', 'устранение неисправностей', 'монтаж оборудования']","['Пенсионерам', 'Студентам']","ООО ""СЕВЗАПРЕММОНТАЖ""",['Нарвская'],"Нарвская,г Санкт-Петербург, ул Бумажная, д 9 к 1 литера А",Санкт-Петербург,Мастер по ремонту,Мастер по ремонту бытовой техники,от 1 года,любое,https://spb.rabota.ru/vacancy/52627019/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,100000,
6082,Разнорабочий на пищевое производство,80000— 100000 руб.,['Разнорабочий'],Без тега,"ООО ""МЯСОВИЧКОФ""",['Рыбацкое'],"Рыбацкое,г Санкт-Петербург, поселок Металлострой, Северный проезд, д 3 литера А",Санкт-Петербург,,,без опыта,любое,https://spb.rabota.ru/vacancy/52584519/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,80000,100000
6083,Автомеханик-автослесарь,130000— 180000 руб.,"['ответственность', 'устройство автомобилей', 'ремонт автомобилей', 'проведение ТО', 'слесарный ремонт', 'ремонт ходовой части', 'техническое обслуживание автомобилей', 'диагностика автомобилей', 'замена сцепления', 'замена ремня ГРМ', 'диагностика ходовой части', 'ремонт тормозной системы', 'диагностика неисправностей', 'диагностика', 'ремонт подвески', 'слесарные работы', 'Знание устройства автомобиля']",Без тега,СТО МАТЕЙ,['Ладожская'],"Ладожская,г Санкт-Петербург, Ириновский пр-кт, д 1с",Санкт-Петербург,Слесарь,Механик-наладчик,от 1 года,любое,https://spb.rabota.ru/vacancy/52583580/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,130000,180000
6084,Специалист тендерного отдела,от 90000 руб.,"['ответственность', 'внимательность', 'грамотная речь', 'участие в тендерах', 'работа с поставщиками', 'подготовка коммерческих предложений', 'ведение электронного документооборота', 'проведение тендеров', 'подготовка тендерной документации', 'поиск поставщиков', 'закупки', 'согласование контрактов', 'договорная работа', 'деловая переписка', 'тендеры', '44-ФЗ', '223-ФЗ', 'Государственные закупки', 'Подготовка документов для участия в тендерах', 'Аукционы']",Без тега,"ООО ""БЕТАТЭК-ИНЖИНИРИНГ""",['Парк Победы'],"Парк Победы,г Санкт-Петербург, ул Бассейная, д 21 литера А",Санкт-Петербург,Работа в продажах,Специалист по тендерам,от 3 лет,среднее,https://spb.rabota.ru/vacancy/52569192/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,90000,
6085,Укладчик тротуарной плитки (бригада),по договоренности,"['пунктуальность', 'внимательность', 'умение работать в команде', 'обучаемость', 'визуальный контроль качества', 'работа ручным инструментом', 'работа с электроинструментом', 'контроль качества продукции', 'укладка', 'быстрое обучение']",Без тега,ИНДИВИДУАЛЬНЫЙ ПРЕДПРИНИМАТЕЛЬ ВЕРШИНИН ДЕНИС АЛЕКСЕЕВИЧ,['Адмиралтейская'],"Адмиралтейская,г Санкт-Петербург",Санкт-Петербург,Работа на складах,Упаковщик,от 3 лет,любое,https://spb.rabota.ru/vacancy/52509326/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,,
6086,Продавец-консультант,от 60000 руб.,"['развитые коммуникативные навыки', 'доброжелательность', 'порядочность', 'работа на кассе', 'выкладка товара', 'консультирование покупателей', 'умение продавать', 'модные тенденции']",Без тега,ИП Николаенко Екатерина Игоревна,['Чкаловская'],"Чкаловская,г Санкт-Петербург, пр-кт Большой П.С., д 58",Санкт-Петербург,Работа в торговле,Продавец,без опыта,любое,https://spb.rabota.ru/vacancy/52400935/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,60000,
6087,Дорожный рабочий,40000— 80000 руб.,"['бетонные работы', 'дорожные работы', 'Разнорабочий']",['Пенсионерам'],ООО Дорожные Услуги,['Горьковская'],"Горьковская,г Санкт-Петербург, ул Саблинская, д 13-15 литера А, помещ 13н",Санкт-Петербург,Работа в строительстве,,без опыта,любое,https://spb.rabota.ru/vacancy/52395980/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,40000,80000
6088,Врач-косметолог,по договоренности,"['ведение медицинской документации', 'консультирование пациентов', 'аппаратные процедуры', 'биоревитализация', 'контурная пластика', 'инъекционные процедуры', 'Ботулинотерапия', 'Плазмотерапия']",Без тега,"ООО ""АКАДЕМИЯ ЭСТЕТИЧЕСКОЙ МЕДИЦИНЫ""","['Площадь Александра Невского,', 'Площадь Александра Невского']","Площадь Александра Невского, Площадь Александра Невского,г Санкт-Петербург, ул Конная, д 14 литера А",Санкт-Петербург,Работа в сфере красоты,Косметолог,без опыта,высшее,https://spb.rabota.ru/vacancy/52383879/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,,
6089,Оптик-консультант,по договоренности,"['коммуникабельность', 'доброжелательность', 'консультирование клиентов', 'активные продажи', 'умение продавать', 'поддержание чистоты и порядка']",['Студентам'],ИП Кузьмина Елена Геннадьевна,['Ладожская'],"Ладожская,г Санкт-Петербург, пр-кт Наставников, д 47 к 1",Санкт-Петербург,Работа в сфере фармакологии,Оптик,от 1 года,любое,https://spb.rabota.ru/vacancy/52379152/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,,
6090,Менеджер по продажам,по договоренности,"['поиск и привлечение клиентов', 'развитие клиентской базы', 'общение с клиентами', 'поддержание клиентской базы']",Без тега,"ООО ""АНДОРЕМИОН""",['Адмиралтейская'],"Адмиралтейская,г Санкт-Петербург",Санкт-Петербург,Работа в торговле,Менеджер по продажам,от 1 года,любое,https://spb.rabota.ru/vacancy/52374402/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,,
6091,Теплотехник,от 80000 руб.,"['обслуживание оборудования', 'контроль качества выполненных работ', 'подготовка к отопительному периоду', 'знание электрики и гидравлики']",Без тега,ООО Тепловые Технологии,['Адмиралтейская'],"Адмиралтейская,г Санкт-Петербург",Санкт-Петербург,Техник,,от 1 года,среднее профессиональное,https://spb.rabota.ru/vacancy/52369855/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,80000,
6092,Монтажник сантехнических систем и оборудования,от 100000 руб.,"['ответственность', 'коммуникабельность', 'монтажные работы', 'монтаж сантехнического оборудования', 'сантехнические работы', 'ремонт сантехнического оборудования', 'сантехнические системы']",Без тега,"ООО ""ВЭТС""",['Международная'],"Международная,г Санкт-Петербург, ул Будапештская, д 17 к 3",Санкт-Петербург,Работа в строительстве,Строитель,от 3 лет,любое,https://spb.rabota.ru/vacancy/52324995/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,100000,
6093,Инженер-конструктор (судовая электрика),по договоренности,['разработка проектной документации'],Без тега,"ООО ""МОРСКИЕ СИСТЕМЫ""",['Василеостровская'],"Василеостровская,г Санкт-Петербург, линия 26-я В.О., д 5 к 4",Санкт-Петербург,Работа на производстве,Инженер-электрик,от 5 лет,высшее,https://spb.rabota.ru/vacancy/52314123/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,,
6094,Инженер-сметчик,от 90000 руб.,['Ключевые навыки •\tСтроительство •\tСоставление смет •\tГранд-смета •\tAutoCAD •\tСметы •\tСмета Визард'],Без тега,ООО КРК,['Площадь Александра Невского'],"Площадь Александра Невского,г Санкт-Петербург",Санкт-Петербург,Работа в строительстве,Сметчик,от 1 года,среднее профессиональное,https://spb.rabota.ru/vacancy/52308877/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,90000,
6095,Водитель такси,85000— 120000 руб.,"['стаж вождения от 5 лет', 'безаварийное вождение', 'правила дорожного движения', 'перевозка пассажиров', 'спокойный стиль вождения', 'содержание автомобиля в чистоте', 'работа на автомобилях представительского класса']","['Пенсионерам', 'Студентам', 'Людям с инвалидностью']",ИНДИВИДУАЛЬНЫЙ ПРЕДПРИНИМАТЕЛЬ МИТЮШКИНА ОЛЬГА АЛЕКСАНДРОВНА,['Адмиралтейская'],"Адмиралтейская,г Санкт-Петербург",Санкт-Петербург,Работа на транспорте,Водитель,от 5 лет,любое,https://spb.rabota.ru/vacancy/52285994/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,85000,120000
6096,Менеджер по продажам,60000— 100000 руб.,"['грамотная речь', 'развитие клиентской базы', 'общение с клиентами', 'выполнение плана продаж', 'подготовка коммерческих предложений', 'ведение заказов', 'сопровождение сделки', 'поддержание клиентской базы', 'Работа в команде']",Без тега,"ООО ""ИННОВА ГРУПП""","['Бухарестская,', 'Международная']","Бухарестская, Международная,г Санкт-Петербург, ул Фучика, д 9",Санкт-Петербург,Работа в торговле,Менеджер по продажам,без опыта,высшее,https://spb.rabota.ru/vacancy/52279491/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,60000,100000
6097,Бариста-кассир,45000— 60000 руб.,"['пунктуальность', 'внимательность', 'стрессоустойчивость', 'грамотная речь', 'умение работать в команде', 'доброжелательность', 'вежливость', 'обслуживание гостей', 'приготовление напитков', 'уборка рабочей зоны', 'приготовление кофе', 'поддержание чистоты в зале']",Без тега,ИНДИВИДУАЛЬНЫЙ ПРЕДПРИНИМАТЕЛЬ ДРАГАН МАРИЯ ВЯЧЕСЛАВОВНА,['Бухарестская'],"Бухарестская,г Санкт-Петербург, ул Фучика, д 2",Санкт-Петербург,Работа в ресторанах,,без опыта,любое,https://spb.rabota.ru/vacancy/52270658/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,45000,60000
6098,Врач невролог,100000— 200000 руб.,"['ответственность', 'пунктуальность', 'ведение медицинской документации', 'лечение пациентов', 'диагностика заболеваний', 'амбулаторный прием', 'консультирование пациентов', 'осмотр пациентов', 'лечение', 'действующий сертификат по неврологии', 'ведение  пациентов неврологического профиля', 'Ведение пациентов неврологического профиля']",['Пенсионерам'],ООО Клиника Флебологии Ангиопроф,['Пионерская'],"Пионерская,г Санкт-Петербург, Серебристый б-р, д 21 литера А",Санкт-Петербург,Работа в сфере медицины,Врач,от 3 лет,высшее,https://spb.rabota.ru/vacancy/52270025/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,100000,200000
