,Название вакансии,Зарплата,Требуемые навыки,Теги,Компания,Метро,Адрес,Город,Сфера,Общее название профессии,Опыт работы,Образование,Ссылка,Минимальная зарплата,Максимальная зарплата
6099,Повар-универсал,65000— 120000 руб.,"['ответственность', 'коммуникабельность', 'умение работать в команде', 'обучаемость', 'приготовление блюд', 'приготовление полуфабрикатов', 'выпечка', 'выпечка хлебобулочной продукции', 'русская кухня', 'приготовление горячих блюд', 'приготовление салатов', 'приготовление холодных блюд', 'поддержание чистоты и порядка']","['Пенсионерам', 'Студентам', 'Людям с инвалидностью']",Парабар,"['Спасская,', 'Садовая']","Спасская, Садовая,г Санкт-Петербург, наб Реки Фонтанки, д 109 литера А",Санкт-Петербург,Работа в ресторанах,Повар,от 1 года,любое,https://spb.rabota.ru/vacancy/52260633/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,65000,120000
6101,Руководитель электромонтажных работ,80000— 120000 руб.,"['ответственность', 'управление персоналом', 'работа с технической документацией', 'диагностика неисправностей', 'работа с документами', 'руководство коллективом', 'работа с подрядными организациями', 'контроль качества выполнения работ', 'V группа по электробезопасности', 'пусконаладочные работы', 'электромонтажные работы', 'электробезопасность', 'обслуживание электрооборудования', 'ПУЭ', 'эксплуатация электрооборудования']",Без тега,"ООО ""ОРИОН""",['Звездная'],"Звездная,г Санкт-Петербург, ул Орджоникидзе, д 44 к 5 литера А, помещ 1-Н",Санкт-Петербург,,,от 3 лет,высшее,https://spb.rabota.ru/vacancy/51931912/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,80000,120000
6102,Начальник ПТО,от 90000 руб.,"['делопроизводство', 'руководство коллективом', 'взаимодействие с контролирующими органами', 'Сметы', 'Выполнение технического надзора', 'взаимодействие с субподрядными организациями', 'планирование строительных работ']",Без тега,"ООО ""МУСТАНГ""","['Выборгская,', 'Площадь Ленина']","Выборгская, Площадь Ленина,г Санкт-Петербург, Пискарёвский пр-кт, д 20 литера А",Санкт-Петербург,Начальник,Начальник отдела,от 1 года,высшее,https://spb.rabota.ru/vacancy/51930856/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,90000,
6103,Продавец-кассир,25000— 70000 руб.,"['работа на кассе', 'умение продавать']",['Пенсионерам'],"ООО ""АРТРОСТРА""",['Гостиный двор'],"Гостиный двор,г Санкт-Петербург, ул Садовая, д 22/2 литера А",Санкт-Петербург,Работа в торговле,Продавец,от 3 лет,любое,https://spb.rabota.ru/vacancy/51928844/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,25000,70000
6106,Мастер маникюра-педикюра,по договоренности,нет,Без тега,ИНДИВИДУАЛЬНЫЙ ПРЕДПРИНИМАТЕЛЬ ЛАКШИНА ТАТЬЯНА АЛЕКСАНДРОВНА,['Василеостровская'],"Василеостровская,г Санкт-Петербург, наб Реки Смоленки, д 3",Санкт-Петербург,Мастер ногтевого сервиса,,от 1 года,любое,https://spb.rabota.ru/vacancy/51560514/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,,
6107,Менеджер по продажам,50000— 90000 руб.,нет,Без тега,"ООО ""ЛЮМО""",['Выборгская'],"Выборгская,г Санкт-Петербург, ул Гельсингфорсская, д 4",Санкт-Петербург,Работа в торговле,Менеджер по продажам,от 3 лет,любое,https://spb.rabota.ru/vacancy/51506272/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,50000,90000
6108,Лицензированный охранник,от 30000 руб.,['Охранник 6 разряда'],Без тега,"ООО ""ОПФ""",['Адмиралтейская'],"Адмиралтейская,г Санкт-Петербург",Санкт-Петербург,Работа в сфере безопасности,Охранник,от 1 года,среднее профессиональное,https://spb.rabota.ru/vacancy/51375330/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,30000,
6109,Продавец-кассир,от 50000 руб.,"['ответственность', 'стрессоустойчивость', 'грамотная речь', 'умение работать в команде', 'доброжелательность', 'работа на кассе', 'ведение кассовой документации', 'выкладка товара', 'техника продаж', 'обслуживание покупателей', 'ведение кассовых операций', 'консультирование покупателей', 'умение продавать']",Без тега,ИНДИВИДУАЛЬНЫЙ ПРЕДПРИНИМАТЕЛЬ КУЗНЕЦОВ ДМИТРИЙ СЕРГЕЕВИЧ,['Горьковская'],"Горьковская,г Санкт-Петербург, ул Куйбышева, д 10",Санкт-Петербург,Работа в торговле,Продавец,от 1 года,любое,https://spb.rabota.ru/vacancy/51354198/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,50000,
6110,Администратор прачечной (прачка),45000— 50000 руб.,"['доброжелательность', 'прием и обработка заказов', 'умение работать прачкой, гладильщицей']",['Пенсионерам'],ИНДИВИДУАЛЬНЫЙ ПРЕДПРИНИМАТЕЛЬ ТЮРИКОВА СВЕТЛАНА ЮРЬЕВНА,['Проспект Ветеранов'],"Проспект Ветеранов,г Санкт-Петербург, пр-кт Ветеранов, д 140 литера Д",Санкт-Петербург,Работа в сфере бытовых услуг,Прачка,от 1 года,любое,https://spb.rabota.ru/vacancy/51352698/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,45000,50000
6111,Оператор-кассир в тир,по договоренности,нет,Без тега,Индивидуальный предприниматель ГРИГОРЯН ВАГРАМ АШОТОВИЧ,['Адмиралтейская'],"Адмиралтейская,г Санкт-Петербург",Санкт-Петербург,Оператор,Оператор-кассир,без опыта,любое,https://spb.rabota.ru/vacancy/51241268/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,,
6113,Слесарь по ремонту грузовых автомобилей,90000— 120000 руб.,"['проведение ТО', 'ремонт ходовой части', 'техническое обслуживание автомобилей', 'ремонтные работы', 'слесарные работы']",Без тега,"ООО ""ГРУЗ-ЭКСПРЕСС""","['Московская,', 'Звездная']","Московская, Звездная,г Санкт-Петербург, ул Штурманская, д 3",Санкт-Петербург,Слесарь,Автослесарь,от 3 лет,любое,https://spb.rabota.ru/vacancy/50558361/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,90000,120000
6114,Продавец-кассир,от 35000 руб.,нет,Без тега,ИНДИВИДУАЛЬНЫЙ ПРЕДПРИНИМАТЕЛЬ НИКОНОВА СВЕТЛАНА АЛЕКСАНДРОВНА,['Спортивная'],"Спортивная,г Санкт-Петербург, пр-кт Добролюбова, д 7/2",Санкт-Петербург,Работа в торговле,Продавец,без опыта,любое,https://spb.rabota.ru/vacancy/50556523/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,35000,
6115,Продавец-консультант,70000— 90000 руб.,"['пунктуальность', 'коммуникабельность', 'грамотная речь', 'общение с клиентами', 'работа в торговом зале', 'активные продажи', 'консультирование покупателей', 'умение продавать', 'кассовая документация']",Без тега,"ООО ""АРТ-ЭЛВ+78""",['Беговая'],"Беговая,г Санкт-Петербург, ул Савушкина, д 126 литера А",Санкт-Петербург,Работа в торговле,Продавец,без опыта,любое,https://spb.rabota.ru/vacancy/50550960/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,70000,90000
6116,Автомеханик-автослесарь,80000— 120000 руб.,"['устройство автомобилей', 'ремонт автомобилей', 'техническое обслуживание автомобилей', 'ремонт двигателя', 'диагностика автомобилей', 'ремонт отечественных автомобилей', 'работа с электроинструментом']","['Пенсионерам', 'Студентам']",ООО Асп-Автово,['Автово'],"Автово,г Санкт-Петербург, дорога В Угольную гавань, д 4",Санкт-Петербург,Слесарь,Механик-наладчик,от 1 года,любое,https://spb.rabota.ru/vacancy/50512730/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,80000,120000
