id,Название вакансии,Минимальная зарплата,Максимальная зарплата,Валюта,Категория,Детальные категории,Город,Метро,Линия метро,Цвет линии метро,Адрес,Id компании,Индуcтрия,Кол-во персонала в компании,Кол-во размещенных вакансий,Название компании,Опыт,График работы,Образование,Широта,Долгота,ссылка
43582027,"Механик-моторист по ремонту грузовых автомобилей (Газон, Газель, Хино, Исудзу)",120000,160000,rub,"['Услуги, ремонт, сервисное обслуживание', 'Рабочий персонал']","['Автосервис', 'Квалифицированный рабочий']",Долгопрудный,[],[],[],"Московская область, Долгопрудный",4346771,,менее 50,2.0,Центрефтранс,От 3 лет,Полный рабочий день,Не имеет значения,55.933304,37.514229,https://dolgoprudniy.superjob.ru/vakansii/mehanik-motorist-po-remontu-gruzovyh-avtomobilej-43582027.html
49535437,Конструктор одежды,120000,0,rub,"['Промышленность, производство', 'Услуги, ремонт, сервисное обслуживание']","['Легкая промышленность', 'Ателье']",Москва,"['Алексеевская', 'Рижская']","['Калужско-Рижская', 'МЦД2']","['orange', 'fuchsia']",Москва,4439100,,менее 50,1.0,Ателье 7,От 6 лет,Полный рабочий день,Среднее специальное,55.755863,37.617699,https://www.superjob.ru/vakansii/konstruktor-odezhdy-49535437.html
50303321,Разнорабочий на склад,167062,222750,rub,"['Услуги, ремонт, сервисное обслуживание', 'Службы доставки']","['Клининг', 'Пункты выдачи заказов']",Сургут,[],[],[],,166099,,100 — 500,239.0,ГК АКМЭ,Без опыта,Работа вахтовым методом,Не имеет значения,,,https://surgut.superjob.ru/vakansii/raznorabochij-na-sklad-50303321.html
45087043,Слесарь-ремонтник,62000,104000,rub,"['Услуги, ремонт, сервисное обслуживание', 'Рабочий персонал']","['Промышленное оборудование', 'Рабочий персонал, разное', 'Квалифицированный рабочий']",Балахна,[],[],[],"Нижегородская область, Балахна, улица Горького, 1",4126093,,менее 50,21.0,Волга,Без опыта,Полный рабочий день,Не имеет значения,56.529327,43.560287,https://balahna.superjob.ru/vakansii/slesar-remontnik-45087043.html
50536050,Уборщик служебных помещений,23000,0,rub,"['Услуги, ремонт, сервисное обслуживание', 'Рабочий персонал']","['Клининг', 'Рабочий персонал, разное']",Москва,[],[],[],"Москва, улица Вилиса Лациса, 1к1",4887815,,более 5000,62.0,Социальный фонд России,Без опыта,Полный рабочий день,Не имеет значения,55.864021,37.431881,https://www.superjob.ru/vakansii/uborschik-sluzhebnyh-pomeschenij-50536050.html
50758015,Приемщик заказов / Продавец-консультант,27800,0,rub,"['Услуги, ремонт, сервисное обслуживание']","['Химчистки, прачечные']",Электросталь,[],[],[],"Московская область, Электросталь, улица Ялагина, 11",3058622,,1000 — 5000,79.0,"Сеть химчисток ""Диана""",Без опыта,Сменный график работы,Не имеет значения,55.767883,38.427509,https://elektrostal.superjob.ru/vakansii/priemschik-zakazov-50758015.html
50860540,Санитарка-уборщица,30000,0,rub,"['Медицина, фармацевтика, ветеринария', 'Услуги, ремонт, сервисное обслуживание', 'Рабочий персонал']","['Уход за больными', 'Другое', 'Клининг', 'Рабочий персонал, разное']",Ижевск,[],[],[],"Удмуртская Республика, Ижевск, улица имени 50-летия ВЛКСМ, 42",837723,,500 — 1000,28.0,"БУЗ УР ""РГВВ МЗУР""",Без опыта,Полный рабочий день,Не имеет значения,56.876785,53.175037,https://izhevsk.superjob.ru/vakansii/sanitarka-uborschica-50860540.html
50874376,Слесарь по ремонту и обслуживанию систем вентиляции и кондиционирования,86688,86688,rub,"['Строительство, проектирование, недвижимость', 'Услуги, ремонт, сервисное обслуживание', 'Рабочий персонал']","['Отопление, вентиляция и кондиционирование', 'Торговое, складское, холодильное оборудование', 'Бытовая техника', 'Квалифицированный рабочий']",Москва,['Курская'],['МЦД4'],['mediumaquamarine'],"Москва, Мрузовский переулок, 11с1",202378,,1000 — 5000,36.0,МОСГАЗ,Без опыта,Полный рабочий день,Не имеет значения,55.75745,37.667419,https://www.superjob.ru/vakansii/slesar-po-remontu-i-obsluzhivaniyu-sistem-ventilyacii-i-kondicionirovaniya-50874376.html
50937992,Санитарка,43000,71000,rub,"['Административная работа, секретариат, АХО', 'Медицина, фармацевтика, ветеринария', 'Услуги, ремонт, сервисное обслуживание']","['Архивное дело', 'Средний и младший медицинский персонал', 'Клининг']",Красногорск,[],[],[],,4304113,,менее 50,8.0,"МЧУЖЗ ""БЕЛАЯ РОЗА""",Без опыта,Полный рабочий день,Не имеет значения,,,https://krasnogorsk.superjob.ru/vakansii/sanitarka-50937992.html
50938253,Автослесарь,3000,0,byn,"['Строительство, проектирование, недвижимость', 'Услуги, ремонт, сервисное обслуживание', 'Рабочий персонал']","['Проектирование', 'Электроснабжение', 'Автосервис', 'Рабочий персонал, разное', 'Квалифицированный рабочий']",Минск,[],[],[],"Минск, Тростенецкая улица, 10",4004949,,менее 50,2.0,Вэларисервис,От 1 года,Сменный график работы,Не имеет значения,53.879536,27.583183,https://www.superjob.ru/vakansii/avtoslesar-50938253.html
50941786,Слесарь по ремонту автомобилей,50000,0,rub,"['Промышленность, производство', 'Услуги, ремонт, сервисное обслуживание', 'Рабочий персонал']","['Автомобильная промышленность', 'Автосервис', 'Квалифицированный рабочий']",Ханты-Мансийск,[],[],[],ханты-Мансийск Мира 116,4486829,,100 — 500,152.0,"ФИЛИАЛ №5 АКЦИОНЕРНОГО ОБЩЕСТВА ""ГОСУДАРСТВЕННАЯ КОМПАНИЯ ""СЕВЕРАВТОДОР""",От 3 лет,Полный рабочий день,Не имеет значения,,,https://khanty-mansiisk.superjob.ru/vakansii/slesar-po-remontu-avtomobilej-50941786.html
51010715,"Заправщик на АЗС (д. Демидово, стр.54 А)",30000,0,rub,"['Услуги, ремонт, сервисное обслуживание']",['Автосервис'],Владимир,[],[],[],"деревня Демидово, 54",2531979,,более 5000,97.0,Башнефть-Розница,Без опыта,Полный рабочий день,Не имеет значения,,,https://vladimir.superjob.ru/vakansii/zapravschik-na-azs-51010715.html
50816269,Слесарь-сборщик,60000,0,rub,"['Услуги, ремонт, сервисное обслуживание', 'Рабочий персонал', 'Промышленность, производство']","['Промышленное оборудование', 'Рабочий персонал, разное', 'Квалифицированный рабочий', 'Производство металлических изделий и заготовок']",Гатчина,[],[],[],,572951,,1000 — 5000,27.0,ОДК-СЕРВИС,От 1 года,Сменный график работы,Среднее специальное,,,https://gatchina.superjob.ru/vakansii/slesar-sborschik-50816269.html
51181140,"Горничная на вахту на север (ЯНАО, ХМАО, Чукотка, Таймыр)",109000,142500,rub,"['Услуги, ремонт, сервисное обслуживание', 'Домашний персонал']","['Клининг', 'Уборка и помощь по дому']",Пермь,[],[],[],,4744563,,1000 — 5000,4189.0,АКС,Без опыта,Работа вахтовым методом,Не имеет значения,,,https://perm.superjob.ru/vakansii/gornichnaya-na-vahtu-na-sever-51181140.html
51256277,Мойщик-уборщик (столовая),198196,0,rub,"['Туризм, гостиницы, общественное питание', 'Услуги, ремонт, сервисное обслуживание', 'Рабочий персонал']","['Рестораны, кафе, столовые, фастфуд', 'Клининг', 'Рабочий персонал, разное']",Южно-Сахалинск,[],[],[],"Сахалинская область, Углегорский городской округ, посёлок городского типа Шахтёрск, улица Мира, 30",345901,,1000 — 5000,29.0,Восточная Горнорудная Компания (EMCO),От 1 года,Полный рабочий день,Не имеет значения,49.159546,142.09494,https://yuzhno-sakhalinsk.superjob.ru/vakansii/mojschik-uborschik-51256277.html
51295537,Наладчик оборудования,92000,0,rub,"['Промышленность, производство', 'Услуги, ремонт, сервисное обслуживание', 'Рабочий персонал']","['Промышленное оборудование', 'Промышленное оборудование', 'Квалифицированный рабочий']",Приладожский,[],[],[],"Ленинградская область, Кировский район, городской посёлок Приладожский",666117,,1000 — 5000,80.0,Птицефабрика Синявинская,От 1 года,Сменный график работы,Не имеет значения,59.876392,31.32819,https://spb.superjob.ru/vakansii/naladchik-oborudovaniya-51295537.html
51312949,Слесарь по обслуживанию и ремонту оборудования,0,0,rub,"['Услуги, ремонт, сервисное обслуживание', 'Рабочий персонал']","['Автосервис', 'Промышленное оборудование', 'Рабочий персонал, разное', 'Квалифицированный рабочий']",Оренбург,[],[],[],"Красноярский край, Норильск",4273213,,500 — 1000,5.0,Черногорская ГРК,От 3 лет,Работа вахтовым методом,Среднее специальное,69.343987,88.210396,https://orenburg.superjob.ru/vakansii/slesar-po-obsluzhivaniyu-i-remontu-oborudovaniya-51312949.html
51617695,Слесарь по ремонту котельного оборудования,80000,85000,rub,"['Услуги, ремонт, сервисное обслуживание', 'Рабочий персонал']","['Промышленное оборудование', 'Рабочий персонал, разное', 'Квалифицированный рабочий']",Санкт-Петербург,['Выборгская'],['Кировско-Выборгская'],['red'],"Санкт-Петербург, Большой Сампсониевский проспект, 64",794796,,500 — 1000,32.0,НПО Компрессор,От 1 года,Полный рабочий день,Не имеет значения,59.976425,30.338093,https://spb.superjob.ru/vakansii/slesar-po-remontu-kotelnogo-oborudovaniya-51617695.html
50319316,Техник ОПС,300000,0,rub,"['Промышленность, производство', 'Услуги, ремонт, сервисное обслуживание', 'Рабочий персонал']","['Промышленное оборудование', 'Промышленное оборудование', 'Квалифицированный рабочий']",Благовещенск (Амурская область),[],[],[],,5033,,более 5000,25.0,АЙЭФСИЭМ ГРУПП,От 1 года,Работа вахтовым методом,Среднее,,,https://blagoveshensk.superjob.ru/vakansii/tehnik-ops-50319316.html
51688202,Водитель в частную школу,65000,70000,rub,"['Услуги, ремонт, сервисное обслуживание']",['Автосервис'],Санкт-Петербург,[],[],[],"Санкт-Петербург, Гагаринская улица, 5",4554346,,менее 50,0.0,"ЧОУ ГХШ ""МИРТ""",От 3 лет,Полный рабочий день,Не имеет значения,59.947559,30.34173,https://spb.superjob.ru/vakansii/voditel-v-chastnuyu-shkolu-51688202.html
